region_id,Type_of_Equipment_Used
1789,"Ballot Marking Device,Scanner"
1790,"Ballot Marking Device,Scanner"
1791,"Ballot Marking Device,Scanner"
1792,"Ballot Marking Device,Scanner"
1793,"Ballot Marking Device,Scanner"
1794,"Ballot Marking Device,Scanner"
1795,"Ballot Marking Device,Scanner"
1796,"Ballot Marking Device,Scanner"
1797,"Ballot Marking Device,Scanner"
1798,"Ballot Marking Device,Scanner"
1799,"Ballot Marking Device,Scanner"
1800,"Ballot Marking Device,Scanner"
1801,"Ballot Marking Device,Scanner"
1802,"Ballot Marking Device,Scanner"
1803,"Ballot Marking Device,Scanner"
1804,"Ballot Marking Device,Scanner"
1805,"Ballot Marking Device,Scanner"
1806,"Ballot Marking Device,Scanner"
1807,"Ballot Marking Device,Scanner"
1808,"Ballot Marking Device,Scanner"
1809,Ballot Marking Device
1810,"Ballot Marking Device,Scanner"
1811,Ballot Marking Device
1812,Ballot Marking Device
1813,Ballot Marking Device
1814,"Ballot Marking Device,Scanner"
1815,"Ballot Marking Device,Scanner"
1816,"Ballot Marking Device,Scanner"
1817,"Ballot Marking Device,Scanner"
1818,"Ballot Marking Device,Scanner"
1819,"Ballot Marking Device,Scanner"
1820,"Ballot Marking Device,Scanner"
1821,"Ballot Marking Device,Scanner"
1822,"Ballot Marking Device,Scanner"
1823,"Ballot Marking Device,Scanner"
1824,"Ballot Marking Device,Scanner"
1825,"Ballot Marking Device,Scanner"
1826,"Ballot Marking Device,Scanner"
1827,"Ballot Marking Device,Scanner"
1828,"Ballot Marking Device,Scanner"
1829,"Ballot Marking Device,Scanner"
1830,"Ballot Marking Device,Scanner"
1831,"Ballot Marking Device,Scanner"
1832,"Ballot Marking Device,Scanner"
1833,"Ballot Marking Device,Scanner"
1834,"Ballot Marking Device,Scanner"
1835,"Ballot Marking Device,Scanner"
1836,"Ballot Marking Device,Scanner"
1837,"Ballot Marking Device,Scanner"
1838,"Ballot Marking Device,Scanner"
1839,"Ballot Marking Device,Scanner"
1840,"Ballot Marking Device,Scanner"
1841,"Ballot Marking Device,Scanner"
1842,"Ballot Marking Device,Scanner"
1843,"Ballot Marking Device,Scanner"
1844,"Ballot Marking Device,Scanner"
1845,"Ballot Marking Device,Scanner"
1846,"Ballot Marking Device,Scanner"
1847,"Ballot Marking Device,Scanner"
1848,"Ballot Marking Device,Scanner"
1849,"Ballot Marking Device,Scanner"
1850,Ballot Marking Device
1851,"Ballot Marking Device,Scanner"
1852,"Ballot Marking Device,Scanner"
1853,"Ballot Marking Device,Scanner"
1854,Ballot Marking Device
1855,"Ballot Marking Device,Scanner"
1856,"Ballot Marking Device,Scanner"
1857,"Ballot Marking Device,Scanner"
1858,"Ballot Marking Device,Scanner"
1859,"Ballot Marking Device,Scanner"
1860,Ballot Marking Device
1861,"Ballot Marking Device,Scanner"
1862,Ballot Marking Device
1863,Ballot Marking Device
1864,"Ballot Marking Device,Scanner"
1865,"Ballot Marking Device,Scanner"
1866,"Ballot Marking Device,Scanner"
1867,Ballot Marking Device
1868,Ballot Marking Device
1869,Ballot Marking Device
1870,"Ballot Marking Device,Scanner"
1871,"Ballot Marking Device,Scanner"
1872,"Ballot Marking Device,Scanner"
1873,Ballot Marking Device
1874,"Ballot Marking Device,Scanner"
1875,"Ballot Marking Device,Scanner"
1876,Ballot Marking Device
1877,Ballot Marking Device
1878,"Ballot Marking Device,Scanner"
1879,"Ballot Marking Device,Scanner"
1880,Ballot Marking Device
1881,Ballot Marking Device
1882,"Ballot Marking Device,Scanner"
1883,"Ballot Marking Device,Scanner"
1884,Ballot Marking Device
1885,"Ballot Marking Device,Scanner"
1886,"Ballot Marking Device,Scanner"
1887,"Ballot Marking Device,Scanner"
1888,"Ballot Marking Device,Scanner"
1889,"Ballot Marking Device,Scanner"
1890,"Ballot Marking Device,Scanner"
1891,"Ballot Marking Device,Scanner"
1892,"Ballot Marking Device,Scanner"
1893,"Ballot Marking Device,Scanner"
1894,"Ballot Marking Device,Scanner"
1895,"Ballot Marking Device,Scanner"
1896,"Ballot Marking Device,Scanner"
1897,"Ballot Marking Device,Scanner"
1898,"Ballot Marking Device,Scanner"
1899,"Ballot Marking Device,Scanner"
1900,"Ballot Marking Device,Scanner"
1901,"Ballot Marking Device,Scanner"
1902,"Ballot Marking Device,Scanner"
1903,"Ballot Marking Device,Scanner"
1904,"Ballot Marking Device,Scanner"
1905,Ballot Marking Device
1906,Ballot Marking Device
1907,"Ballot Marking Device,Scanner"
1908,Ballot Marking Device
1909,"Ballot Marking Device,Scanner"
1910,"Ballot Marking Device,Scanner"
1911,"Ballot Marking Device,Scanner"
1912,"Ballot Marking Device,Scanner"
1913,"Ballot Marking Device,Scanner"
1914,"Ballot Marking Device,Scanner"
1915,"Ballot Marking Device,Scanner"
1916,"Ballot Marking Device,Scanner"
1917,"Ballot Marking Device,Scanner"
1918,"Ballot Marking Device,Scanner"
1919,"Ballot Marking Device,Scanner"
1920,"Ballot Marking Device,Scanner"
1921,"Ballot Marking Device,Scanner"
1922,"Ballot Marking Device,Scanner"
1923,"Ballot Marking Device,Scanner"
1924,"Ballot Marking Device,Scanner"
1925,"Ballot Marking Device,Scanner"
1926,"Ballot Marking Device,Scanner"
1927,"Ballot Marking Device,Scanner"
1928,"Ballot Marking Device,Scanner"
1929,"Ballot Marking Device,Scanner"
1930,"Ballot Marking Device,Scanner"
1931,"Ballot Marking Device,Scanner"
1932,"Ballot Marking Device,Scanner"
1933,"Ballot Marking Device,Scanner"
1934,"Ballot Marking Device,Scanner"
1935,"Ballot Marking Device,Scanner"
1936,"Ballot Marking Device,Scanner"
1937,"Ballot Marking Device,Scanner"
1938,"Ballot Marking Device,Scanner"
1939,"Ballot Marking Device,Scanner"
1940,"Ballot Marking Device,Scanner"
1941,"Ballot Marking Device,Scanner"
1942,"Ballot Marking Device,Scanner"
1943,"Ballot Marking Device,Scanner"
1944,"Ballot Marking Device,Scanner"
1945,"Ballot Marking Device,Scanner"
1946,Ballot Marking Device
1947,"Ballot Marking Device,Scanner"
1948,"Ballot Marking Device,Scanner"
1949,Ballot Marking Device
1950,Ballot Marking Device
1951,"Ballot Marking Device,Scanner"
1952,"Ballot Marking Device,Scanner"
1953,"Ballot Marking Device,Scanner"
1954,"Ballot Marking Device,Scanner"
1955,"Ballot Marking Device,Scanner"
1956,Ballot Marking Device
1957,Ballot Marking Device
1958,Ballot Marking Device
1959,Ballot Marking Device
1960,Ballot Marking Device
1961,"Ballot Marking Device,Scanner"
1962,Ballot Marking Device
1963,"Ballot Marking Device,Scanner"
1964,"Ballot Marking Device,Scanner"
1965,Ballot Marking Device
1966,"Ballot Marking Device,Scanner"
1967,Ballot Marking Device
1968,"Ballot Marking Device,Scanner"
1969,Ballot Marking Device
1970,Ballot Marking Device
1971,Ballot Marking Device
1972,"Ballot Marking Device,Scanner"
1973,"Ballot Marking Device,Scanner"
1974,"Ballot Marking Device,Scanner"
1975,Ballot Marking Device
1976,"Ballot Marking Device,Scanner"
1977,"Ballot Marking Device,Scanner"
1978,Ballot Marking Device
1979,Ballot Marking Device
1980,"Ballot Marking Device,Scanner"
1981,"Ballot Marking Device,Scanner"
1982,"Ballot Marking Device,Scanner"
1983,"Ballot Marking Device,Scanner"
1984,"Ballot Marking Device,Scanner"
1985,Ballot Marking Device
1986,"Ballot Marking Device,Scanner"
1987,"Ballot Marking Device,Scanner"
1988,"Ballot Marking Device,Scanner"
1989,"Ballot Marking Device,Scanner"
1990,Ballot Marking Device
1991,"Ballot Marking Device,Scanner"
1992,"Ballot Marking Device,Scanner"
1993,"Ballot Marking Device,Scanner"
1994,"Ballot Marking Device,Scanner"
1995,"Ballot Marking Device,Scanner"
1996,"Ballot Marking Device,Scanner"
1997,Ballot Marking Device
1998,Ballot Marking Device
1999,"Ballot Marking Device,Scanner"
2000,Ballot Marking Device
2001,"Ballot Marking Device,Scanner"
2002,"Ballot Marking Device,Scanner"
2003,"Ballot Marking Device,Scanner"
2004,Ballot Marking Device
2005,Ballot Marking Device
2006,"Ballot Marking Device,Scanner"
2007,"Ballot Marking Device,Scanner"
2008,Ballot Marking Device
2009,"Ballot Marking Device,Scanner"
2010,"Ballot Marking Device,Scanner"
2011,"Ballot Marking Device,Scanner"
2012,Ballot Marking Device
2013,"Ballot Marking Device,Scanner"
2014,Ballot Marking Device
2015,"Ballot Marking Device,Scanner"
2016,"Ballot Marking Device,Scanner"
2017,Ballot Marking Device
2018,"Ballot Marking Device,Scanner"
2019,"Ballot Marking Device,Scanner"
2020,"Ballot Marking Device,Scanner"
2021,"Ballot Marking Device,Scanner"
2022,"Ballot Marking Device,Scanner"
2023,"Ballot Marking Device,Scanner"
2024,"Ballot Marking Device,Scanner"
2025,"Ballot Marking Device,Scanner"
2026,"Ballot Marking Device,Scanner"
2027,"Ballot Marking Device,Scanner"
2028,"Ballot Marking Device,Scanner"
2029,"Ballot Marking Device,Scanner"
2030,"Ballot Marking Device,Scanner"
2031,"Ballot Marking Device,Scanner"
2032,"Ballot Marking Device,Scanner"
2033,"Ballot Marking Device,Scanner"
2034,"Ballot Marking Device,Scanner"
2035,"Ballot Marking Device,Scanner"
2036,"Ballot Marking Device,Scanner"
2037,"Ballot Marking Device,Scanner"
2038,"Ballot Marking Device,Scanner"
2039,"Ballot Marking Device,Scanner"
2040,"Ballot Marking Device,Scanner"
2041,"Ballot Marking Device,Scanner"
2042,"Ballot Marking Device,Scanner"
2043,"Ballot Marking Device,Scanner"
2044,"Ballot Marking Device,Scanner"
2045,"Ballot Marking Device,Scanner"
2046,"Ballot Marking Device,Scanner"
2047,"Ballot Marking Device,Scanner"
2048,"Ballot Marking Device,Scanner"
2049,"Ballot Marking Device,Scanner"
2050,"Ballot Marking Device,Scanner"
2051,"Ballot Marking Device,Scanner"
2052,"Ballot Marking Device,Scanner"
2053,"Ballot Marking Device,Scanner"
2054,"Ballot Marking Device,Scanner"
2055,"Ballot Marking Device,Scanner"
2056,"Ballot Marking Device,Scanner"
2057,"Ballot Marking Device,Scanner"
2058,"Ballot Marking Device,Scanner"
2059,"Ballot Marking Device,Scanner"
2060,"Ballot Marking Device,Scanner"
2061,"Ballot Marking Device,Scanner"
2062,"Ballot Marking Device,Scanner"
2063,"Ballot Marking Device,Scanner"
2064,"Ballot Marking Device,Scanner"
2065,"Ballot Marking Device,Scanner"
2066,"Ballot Marking Device,Scanner"
2067,"Ballot Marking Device,Scanner"
2068,"Ballot Marking Device,Scanner"
2069,"Ballot Marking Device,Scanner"
2070,"Ballot Marking Device,Scanner"
2071,"Ballot Marking Device,Scanner"
2072,"Ballot Marking Device,Scanner"
2073,"Ballot Marking Device,Scanner"
2074,"Ballot Marking Device,Scanner"
2075,"Ballot Marking Device,Scanner"
2076,"Ballot Marking Device,Scanner"
2077,"Ballot Marking Device,Scanner"
2078,"Ballot Marking Device,Scanner"
2079,"Ballot Marking Device,Scanner"
2080,"Ballot Marking Device,Scanner"
2081,"Ballot Marking Device,Scanner"
2082,"Ballot Marking Device,Scanner"
2083,"Ballot Marking Device,Scanner"
2084,"Ballot Marking Device,Scanner"
2085,"Ballot Marking Device,Scanner"
2086,"Ballot Marking Device,Scanner"
2087,"Ballot Marking Device,Scanner"
2088,"Ballot Marking Device,Scanner"
2089,"Ballot Marking Device,Scanner"
2090,"Ballot Marking Device,Scanner"
2091,"Ballot Marking Device,Scanner"
2092,"Ballot Marking Device,Scanner"
2093,"Ballot Marking Device,Scanner"
2094,"Ballot Marking Device,Scanner"
2095,"Ballot Marking Device,Scanner"
2096,"Ballot Marking Device,Scanner"
2097,"Ballot Marking Device,Scanner"
2098,"Ballot Marking Device,Scanner"
2099,"Ballot Marking Device,Scanner"
2100,"Ballot Marking Device,Scanner"
2101,"Ballot Marking Device,Scanner"
2102,"Ballot Marking Device,Scanner"
2103,"Ballot Marking Device,Scanner"
2104,"Ballot Marking Device,Scanner"
2105,"Ballot Marking Device,Scanner"
2106,"Ballot Marking Device,Scanner"
2107,"Ballot Marking Device,Scanner"
2108,"Ballot Marking Device,Scanner"
2109,"Ballot Marking Device,Scanner"
2110,"Ballot Marking Device,Scanner"
2111,"Ballot Marking Device,Scanner"
2112,"Ballot Marking Device,Scanner"
2113,"Ballot Marking Device,Scanner"
2114,"Ballot Marking Device,Scanner"
2115,"Ballot Marking Device,Scanner"
2116,"Ballot Marking Device,Scanner"
2117,"Ballot Marking Device,Scanner"
2118,"Ballot Marking Device,Scanner"
2119,"Ballot Marking Device,Scanner"
2120,"Ballot Marking Device,Scanner"
2121,"Ballot Marking Device,Scanner"
2122,"Ballot Marking Device,Scanner"
2123,"Ballot Marking Device,Scanner"
2124,"Ballot Marking Device,Scanner"
2125,"Ballot Marking Device,Scanner"
2126,"Ballot Marking Device,Scanner"
2127,"Ballot Marking Device,Scanner"
2128,"Ballot Marking Device,Scanner"
2129,"Ballot Marking Device,Scanner"
2130,"Ballot Marking Device,Scanner"
2131,"Ballot Marking Device,Scanner"
2132,"Ballot Marking Device,Scanner"
2133,"Ballot Marking Device,Scanner"
2134,"Ballot Marking Device,Scanner"
2135,"Ballot Marking Device,Scanner"
2136,"Ballot Marking Device,Scanner"
2137,"Ballot Marking Device,Scanner"
2138,"Ballot Marking Device,Scanner"
2139,"Ballot Marking Device,Scanner"
2140,"Ballot Marking Device,Scanner"
2141,"Ballot Marking Device,Scanner"
2142,"Ballot Marking Device,Scanner"
2143,"Ballot Marking Device,Scanner"
2144,"Ballot Marking Device,Scanner"
2145,"Ballot Marking Device,Scanner"
2146,"Ballot Marking Device,Scanner"
2147,"Ballot Marking Device,Scanner"
2148,"Ballot Marking Device,Scanner"
2149,"Ballot Marking Device,Scanner"
2150,"Ballot Marking Device,Scanner"
2151,"Ballot Marking Device,Scanner"
2152,"Ballot Marking Device,Scanner"
2153,"Ballot Marking Device,Scanner"
2154,"Ballot Marking Device,Scanner"
2155,"Ballot Marking Device,Scanner"
2156,"Ballot Marking Device,Scanner"
2157,"Ballot Marking Device,Scanner"
2158,Ballot Marking Device
2159,Ballot Marking Device
2160,"Ballot Marking Device,Scanner"
2161,"Ballot Marking Device,Scanner"
2162,"Ballot Marking Device,Scanner"
2163,"Ballot Marking Device,Scanner"
2164,"Ballot Marking Device,Scanner"
2165,"Ballot Marking Device,Scanner"
2166,Ballot Marking Device
2167,Ballot Marking Device
2168,"Ballot Marking Device,Scanner"
2169,Ballot Marking Device
2170,"Ballot Marking Device,Scanner"
2171,"Ballot Marking Device,Scanner"
2172,"Ballot Marking Device,Scanner"
2173,"Ballot Marking Device,Scanner"
2174,"Ballot Marking Device,Scanner"
2175,"Ballot Marking Device,Scanner"
2176,"Ballot Marking Device,Scanner"
2177,"Ballot Marking Device,Scanner"
2178,"Ballot Marking Device,Scanner"
2179,"Ballot Marking Device,Scanner"
2180,"Ballot Marking Device,Scanner"
2181,"Ballot Marking Device,Scanner"
2182,"Ballot Marking Device,Scanner"
2183,"Ballot Marking Device,Scanner"
2184,"Ballot Marking Device,Scanner"
2185,"Ballot Marking Device,Scanner"
2186,"Ballot Marking Device,Scanner"
2187,"Ballot Marking Device,Scanner"
2188,"Ballot Marking Device,Scanner"
2189,"Ballot Marking Device,Scanner"
2190,"Ballot Marking Device,Scanner"
2191,"Ballot Marking Device,Scanner"
2192,"Ballot Marking Device,Scanner"
2193,"Ballot Marking Device,Scanner"
2194,"Ballot Marking Device,Scanner"
2195,"Ballot Marking Device,Scanner"
2196,"Ballot Marking Device,Scanner"
2197,"Ballot Marking Device,Scanner"
2198,"Ballot Marking Device,Scanner"
2199,"Ballot Marking Device,Scanner"
2200,"Ballot Marking Device,Scanner"
2201,"Ballot Marking Device,Scanner"
2202,"Ballot Marking Device,Scanner"
2203,"Ballot Marking Device,Scanner"
2204,"Ballot Marking Device,Scanner"
2205,"Ballot Marking Device,Scanner"
2206,"Ballot Marking Device,Scanner"
2207,"Ballot Marking Device,Scanner"
2208,"Ballot Marking Device,Scanner"
2209,"Ballot Marking Device,Scanner"
2210,"Ballot Marking Device,Scanner"
2211,"Ballot Marking Device,Scanner"
2212,"Ballot Marking Device,Scanner"
2213,"Ballot Marking Device,Scanner"
2214,"Ballot Marking Device,Scanner"
2215,"Ballot Marking Device,Scanner"
2216,"Ballot Marking Device,Scanner"
2217,"Ballot Marking Device,Scanner"
2218,"Ballot Marking Device,Scanner"
2219,"Ballot Marking Device,Scanner"
2220,"Ballot Marking Device,Scanner"
2221,"Ballot Marking Device,Scanner"
2222,"Ballot Marking Device,Scanner"
2223,"Ballot Marking Device,Scanner"
2224,"Ballot Marking Device,Scanner"
2225,"Ballot Marking Device,Scanner"
2226,"Ballot Marking Device,Scanner"
2227,"Ballot Marking Device,Scanner"
2228,"Ballot Marking Device,Scanner"
2229,"Ballot Marking Device,Scanner"
2230,"Ballot Marking Device,Scanner"
2231,"Ballot Marking Device,Scanner"
2232,"Ballot Marking Device,Scanner"
2233,"Ballot Marking Device,Scanner"
2234,"Ballot Marking Device,Scanner"
2235,"Ballot Marking Device,Scanner"
2236,"Ballot Marking Device,Scanner"
2237,"Ballot Marking Device,Scanner"
2238,"Ballot Marking Device,Scanner"
2239,"Ballot Marking Device,Scanner"
2240,"Ballot Marking Device,Scanner"
2241,"Ballot Marking Device,Scanner"
2242,"Ballot Marking Device,Scanner"
2243,"Ballot Marking Device,Scanner"
2244,"Ballot Marking Device,Scanner"
2245,"Ballot Marking Device,Scanner"
2246,"Ballot Marking Device,Scanner"
2247,"Ballot Marking Device,Scanner"
2248,"Ballot Marking Device,Scanner"
2249,"Ballot Marking Device,Scanner"
2250,"Ballot Marking Device,Scanner"
2251,"Ballot Marking Device,Scanner"
2252,"Ballot Marking Device,Scanner"
2253,"Ballot Marking Device,Scanner"
2254,"Ballot Marking Device,Scanner"
2255,"Ballot Marking Device,Scanner"
2256,"Ballot Marking Device,Scanner"
2257,"Ballot Marking Device,Scanner"
2258,"Ballot Marking Device,Scanner"
2259,"Ballot Marking Device,Scanner"
2260,"Ballot Marking Device,Scanner"
2261,"Ballot Marking Device,Scanner"
2262,"Ballot Marking Device,Scanner"
2263,"Ballot Marking Device,Scanner"
2264,"Ballot Marking Device,Scanner"
2265,"Ballot Marking Device,Scanner"
2266,"Ballot Marking Device,Scanner"
2267,"Ballot Marking Device,Scanner"
2268,"Ballot Marking Device,Scanner"
2269,"Ballot Marking Device,Scanner"
2270,"Ballot Marking Device,Scanner"
2271,"Ballot Marking Device,Scanner"
2272,"Ballot Marking Device,Scanner"
2273,"Ballot Marking Device,Scanner"
2274,"Ballot Marking Device,Scanner"
2275,"Ballot Marking Device,Scanner"
2276,"Ballot Marking Device,Scanner"
2277,"Ballot Marking Device,Scanner"
2278,"Ballot Marking Device,Scanner"
2279,"Ballot Marking Device,Scanner"
2280,"Ballot Marking Device,Scanner"
2281,"Ballot Marking Device,Scanner"
2282,"Ballot Marking Device,Scanner"
2283,"Ballot Marking Device,Scanner"
2284,"Ballot Marking Device,Scanner"
2285,"Ballot Marking Device,Scanner"
2286,"Ballot Marking Device,Scanner"
2287,"Ballot Marking Device,Scanner"
2288,"Ballot Marking Device,Scanner"
2289,"Ballot Marking Device,Scanner"
2290,"Ballot Marking Device,Scanner"
2291,"Ballot Marking Device,Scanner"
2292,"Ballot Marking Device,Scanner"
2293,"Ballot Marking Device,Scanner"
2294,"Ballot Marking Device,Scanner"
2295,"Ballot Marking Device,Scanner"
2296,"Ballot Marking Device,Scanner"
2297,"Ballot Marking Device,Scanner"
2298,"Ballot Marking Device,Scanner"
2299,"Ballot Marking Device,Scanner"
2300,"Ballot Marking Device,Scanner"
2301,"Ballot Marking Device,Scanner"
2302,"Ballot Marking Device,Scanner"
2303,"Ballot Marking Device,Scanner"
2304,"Ballot Marking Device,Scanner"
2305,"Ballot Marking Device,Scanner"
2306,"Ballot Marking Device,Scanner"
2307,"Ballot Marking Device,Scanner"
2308,"Ballot Marking Device,Scanner"
2309,"Ballot Marking Device,Scanner"
2310,"Ballot Marking Device,Scanner"
2311,"Ballot Marking Device,Scanner"
2312,"Ballot Marking Device,Scanner"
2313,"Ballot Marking Device,Scanner"
2314,"Ballot Marking Device,Scanner"
2315,"Ballot Marking Device,Scanner"
2316,"Ballot Marking Device,Scanner"
2317,"Ballot Marking Device,Scanner"
2318,"Ballot Marking Device,Scanner"
2319,"Ballot Marking Device,Scanner"
2320,"Ballot Marking Device,Scanner"
2321,"Ballot Marking Device,Scanner"
2322,"Ballot Marking Device,Scanner"
2323,"Ballot Marking Device,Scanner"
2324,"Ballot Marking Device,Scanner"
2325,"Ballot Marking Device,Scanner"
2326,"Ballot Marking Device,Scanner"
2327,"Ballot Marking Device,Scanner"
2328,"Ballot Marking Device,Scanner"
2329,"Ballot Marking Device,Scanner"
2330,"Ballot Marking Device,Scanner"
2331,"Ballot Marking Device,Scanner"
2332,"Ballot Marking Device,Scanner"
2333,"Ballot Marking Device,Scanner"
2334,"Ballot Marking Device,Scanner"
2335,"Ballot Marking Device,Scanner"
2336,"Ballot Marking Device,Scanner"
2337,"Ballot Marking Device,Scanner"
2338,"Ballot Marking Device,Scanner"
2339,"Ballot Marking Device,Scanner"
2340,"Ballot Marking Device,Scanner"
2341,"Ballot Marking Device,Scanner"
2342,"Ballot Marking Device,Scanner"
2343,"Ballot Marking Device,Scanner"
2344,"Ballot Marking Device,Scanner"
2345,"Ballot Marking Device,Scanner"
2346,"Ballot Marking Device,Scanner"
2347,"Ballot Marking Device,Scanner"
2348,"Ballot Marking Device,Scanner"
2349,"Ballot Marking Device,Scanner"
2350,"Ballot Marking Device,Scanner"
2351,"Ballot Marking Device,Scanner"
2352,"Ballot Marking Device,Scanner"
2353,"Ballot Marking Device,Scanner"
2354,"Ballot Marking Device,Scanner"
2355,"Ballot Marking Device,Scanner"
2356,"Ballot Marking Device,Scanner"
2357,"Ballot Marking Device,Scanner"
2358,"Ballot Marking Device,Scanner"
2359,"Ballot Marking Device,Scanner"
2360,"Ballot Marking Device,Scanner"
2361,"Ballot Marking Device,Scanner"
2362,"Ballot Marking Device,Scanner"
2363,"Ballot Marking Device,Scanner"
2364,"Ballot Marking Device,Scanner"
2365,"Ballot Marking Device,Scanner"
2366,"Ballot Marking Device,Scanner"
2367,"Ballot Marking Device,Scanner"
2368,"Ballot Marking Device,Scanner"
2369,"Ballot Marking Device,Scanner"
2370,"Ballot Marking Device,Scanner"
2371,"Ballot Marking Device,Scanner"
2372,"Ballot Marking Device,Scanner"
2373,"Ballot Marking Device,Scanner"
2374,"Ballot Marking Device,Scanner"
2375,"Ballot Marking Device,Scanner"
2376,"Ballot Marking Device,Scanner"
2377,"Ballot Marking Device,Scanner"
2378,"Ballot Marking Device,Scanner"
2379,"Ballot Marking Device,Scanner"
2380,"Ballot Marking Device,Scanner"
2381,"Ballot Marking Device,Scanner"
2382,"Ballot Marking Device,Scanner"
2383,"Ballot Marking Device,Scanner"
2384,"Ballot Marking Device,Scanner"
2385,"Ballot Marking Device,Scanner"
2386,"Ballot Marking Device,Scanner"
2387,"Ballot Marking Device,Scanner"
2388,"Ballot Marking Device,Scanner"
2389,"Ballot Marking Device,Scanner"
2390,"Ballot Marking Device,Scanner"
2391,"Ballot Marking Device,Scanner"
2392,"Ballot Marking Device,Scanner"
2393,"Ballot Marking Device,Scanner"
2394,"Ballot Marking Device,Scanner"
2395,"Ballot Marking Device,Scanner"
2396,"Ballot Marking Device,Scanner"
2397,"Ballot Marking Device,Scanner"
2398,"Ballot Marking Device,Scanner"
2399,"Ballot Marking Device,Scanner"
2400,"Ballot Marking Device,Scanner"
2401,"Ballot Marking Device,Scanner"
2402,"Ballot Marking Device,Scanner"
2403,"Ballot Marking Device,Scanner"
2404,"Ballot Marking Device,Scanner"
2405,"Ballot Marking Device,Scanner"
2406,"Ballot Marking Device,Scanner"
2407,"Ballot Marking Device,Scanner"
2408,"Ballot Marking Device,Scanner"
2409,"Ballot Marking Device,Scanner"
2410,"Ballot Marking Device,Scanner"
2411,"Ballot Marking Device,Scanner"
2412,"Ballot Marking Device,Scanner"
2413,"Ballot Marking Device,Scanner"
2414,"Ballot Marking Device,Scanner"
2415,"Ballot Marking Device,Scanner"
2416,"Ballot Marking Device,Scanner"
2417,"Ballot Marking Device,Scanner"
2418,"Ballot Marking Device,Scanner"
2419,"Ballot Marking Device,Scanner"
2420,"Ballot Marking Device,Scanner"
2421,"Ballot Marking Device,Scanner"
2422,"Ballot Marking Device,Scanner"
2423,"Ballot Marking Device,Scanner"
2424,"Ballot Marking Device,Scanner"
2425,"Ballot Marking Device,Scanner"
2426,"Ballot Marking Device,Scanner"
2427,"Ballot Marking Device,Scanner"
2428,"Ballot Marking Device,Scanner"
2429,"Ballot Marking Device,Scanner"
2430,"Ballot Marking Device,Scanner"
2431,"Ballot Marking Device,Scanner"
2432,"Ballot Marking Device,Scanner"
2433,"Ballot Marking Device,Scanner"
2434,"Ballot Marking Device,Scanner"
2435,"Ballot Marking Device,Scanner"
2436,"Ballot Marking Device,Scanner"
2437,"Ballot Marking Device,Scanner"
2438,"Ballot Marking Device,Scanner"
2439,"Ballot Marking Device,Scanner"
2440,"Ballot Marking Device,Scanner"
2441,"Ballot Marking Device,Scanner"
2442,Scanner
2443,"Ballot Marking Device,Scanner"
2444,Ballot Marking Device
2445,"Ballot Marking Device,Scanner"
2446,"Ballot Marking Device,Scanner"
2447,"Ballot Marking Device,Scanner"
2448,"Ballot Marking Device,Scanner"
2449,"Ballot Marking Device,Scanner"
2450,"Ballot Marking Device,Scanner"
2451,"Ballot Marking Device,Scanner"
2452,"Ballot Marking Device,Scanner"
2453,"Ballot Marking Device,Scanner"
2454,"Ballot Marking Device,Scanner"
2455,"Ballot Marking Device,Scanner"
2456,"Ballot Marking Device,Scanner"
2457,"Ballot Marking Device,Scanner"
2458,"Ballot Marking Device,Scanner"
2459,"Ballot Marking Device,Scanner"
2460,"Ballot Marking Device,Scanner"
2461,"Ballot Marking Device,Scanner"
2462,"Ballot Marking Device,Scanner"
2463,"Ballot Marking Device,Scanner"
2464,"Ballot Marking Device,Scanner"
2465,Scanner
2466,"Ballot Marking Device,Scanner"
2467,"Ballot Marking Device,Scanner"
2468,"Ballot Marking Device,Scanner"
2469,"Ballot Marking Device,Scanner"
2470,"Ballot Marking Device,Scanner"
2471,"Ballot Marking Device,Scanner"
2472,"Ballot Marking Device,Scanner"
2473,"Ballot Marking Device,Scanner"
2474,"Ballot Marking Device,Scanner"
2475,"Ballot Marking Device,Scanner"
2476,"Ballot Marking Device,Scanner"
2477,"Ballot Marking Device,Scanner"
2478,"Ballot Marking Device,Scanner"
2479,"Ballot Marking Device,Scanner"
2480,"Ballot Marking Device,Scanner"
2481,"Ballot Marking Device,Scanner"
2482,"Ballot Marking Device,Scanner"
2483,"Ballot Marking Device,Scanner"
2484,"Ballot Marking Device,Scanner"
2485,"Ballot Marking Device,Scanner"
2486,"Ballot Marking Device,Scanner"
2487,"Ballot Marking Device,Scanner"
2488,"Ballot Marking Device,Scanner"
2489,"Ballot Marking Device,Scanner"
2490,"Ballot Marking Device,Scanner"
2491,"Ballot Marking Device,Scanner"
2492,"Ballot Marking Device,Scanner"
2493,"Ballot Marking Device,Scanner"
2494,"Ballot Marking Device,Scanner"
2495,"Ballot Marking Device,Scanner"
2496,"Ballot Marking Device,Scanner"
2497,"Ballot Marking Device,Scanner"
2498,"Ballot Marking Device,Scanner"
2499,"Ballot Marking Device,Scanner"
2500,"Ballot Marking Device,Scanner"
2501,"Ballot Marking Device,Scanner"
2502,"Ballot Marking Device,Scanner"
2503,"Ballot Marking Device,Scanner"
2504,"Ballot Marking Device,Scanner"
2505,"Ballot Marking Device,Scanner"
2506,"Ballot Marking Device,Scanner"
2507,"Ballot Marking Device,Scanner"
