region_id,region_name,equipment_quality_score,mail_rejected,provisional_rejected,uocava_rejected,total_rejected_ballots,absentee_ballots_counted,early_in_person_ballots,election_day_ballots,provisional_ballots_counted,total_ballots,percent_rejected_ballots
3567,Snyder County,0.83,23.0,10.0,0.0,33.0,4375.0,64.0,4379.0,117.0,20117.0,0.16
3568,Somerset County,0.83,51.0,44.0,1.0,96.0,7356.0,109.0,7356.0,138.0,41099.0,0.23
3569,Sullivan County,1.00,5.0,3.0,1.0,9.0,761.0,18.0,763.0,14.0,3756.0,0.24
3570,Susquehanna County,0.98,122.0,104.0,12.0,238.0,5203.0,67.0,5203.0,142.0,22511.0,1.06
3571,Tioga County,0.82,20.0,13.0,1.0,34.0,4270.0,54.0,4270.0,67.0,21707.0,0.16
3572,Union County,0.99,24.0,45.0,6.0,75.0,5479.0,114.0,5479.0,181.0,21090.0,0.36
3573,Venango County,0.82,69.0,23.0,0.0,92.0,5690.0,90.0,5702.0,117.0,26811.0,0.34
3574,Warren County,0.87,40.0,42.0,0.0,82.0,4394.0,57.0,4431.0,83.0,20896.0,0.39
3575,Washington County,0.88,184.0,362.0,6.0,552.0,29232.0,264.0,29243.0,545.0,122415.0,0.45
3576,Wayne County,1.00,76.0,48.0,3.0,127.0,8976.0,130.0,8979.0,192.0,29638.0,0.43
3577,Westmoreland County,0.87,570.0,372.0,33.0,975.0,54179.0,527.0,54181.0,886.0,212493.0,0.46
3578,Wyoming County,0.00,55.0,6.0,0.0,61.0,3373.0,31.0,3374.0,64.0,15137.0,0.4
3579,York County,0.86,538.0,1294.0,29.0,1861.0,62535.0,665.0,62557.0,3136.0,250130.0,0.74
3580,Barrington Town,0.81,25.0,12.0,0.0,37.0,1257.0,132.0,1257.0,24.0,10774.0,0.34
3581,Bristol Town,0.82,10.0,35.0,0.0,45.0,1334.0,75.0,1334.0,17.0,11717.0,0.38
3582,Warren Town,0.81,0.0,14.0,0.0,14.0,568.0,34.0,568.0,12.0,6177.0,0.23
3583,Coventry Town,0.82,5.0,88.0,0.0,93.0,1661.0,75.0,1661.0,36.0,20457.0,0.45
3584,East Greenwich Town,0.81,16.0,44.0,0.0,60.0,993.0,88.0,993.0,17.0,8660.0,0.69
3585,Warwick City,0.82,8.0,358.0,0.0,366.0,5057.0,176.0,5057.0,248.0,46366.0,0.79
3586,West Greenwich Town,0.81,2.0,17.0,0.0,19.0,294.0,19.0,294.0,5.0,4103.0,0.46
3587,West Warwick Town,0.82,4.0,68.0,0.0,72.0,1328.0,33.0,1328.0,22.0,14315.0,0.5
3588,Jamestown Town,0.80,6.0,10.0,0.0,16.0,368.0,78.0,368.0,6.0,4005.0,0.4
3589,Little Compton Town,0.79,1.0,1.0,0.0,2.0,259.0,51.0,259.0,3.0,2611.0,0.08
3590,Middletown Town,0.81,5.0,19.0,0.0,24.0,903.0,111.0,903.0,9.0,8152.0,0.29
3591,Newport City,0.82,8.0,46.0,0.0,54.0,1325.0,220.0,1325.0,19.0,10335.0,0.52
3592,Portsmouth Town,0.81,6.0,21.0,0.0,27.0,1164.0,124.0,1164.0,13.0,10822.0,0.25
3593,Tiverton Town,0.81,4.0,45.0,0.0,49.0,884.0,38.0,884.0,35.0,9276.0,0.53
3594,Burrillville Town,0.81,1.0,51.0,0.0,52.0,772.0,29.0,772.0,24.0,8784.0,0.59
3595,Central Falls City,0.81,3.0,45.0,0.0,48.0,270.0,3.0,270.0,19.0,3887.0,1.23
3596,Cranston City,0.81,22.0,144.0,1.0,167.0,3909.0,205.0,3909.0,155.0,41177.0,0.41
3597,Cumberland Town,0.80,14.0,40.0,0.0,54.0,1965.0,110.0,1965.0,31.0,20838.0,0.26
3598,East Providence City,0.82,12.0,87.0,0.0,99.0,2361.0,69.0,2361.0,53.0,23223.0,0.43
3599,Foster Town,0.80,0.0,6.0,0.0,6.0,175.0,11.0,175.0,3.0,2972.0,0.2
3600,Glocester Town,0.81,1.0,15.0,0.0,16.0,508.0,22.0,508.0,8.0,6424.0,0.25
3601,Johnston Town,0.82,5.0,84.0,0.0,89.0,1500.0,32.0,1500.0,30.0,15845.0,0.56
3602,Lincoln Town,0.82,4.0,64.0,0.0,68.0,966.0,61.0,966.0,15.0,12724.0,0.53
3603,North Providence Town,0.82,11.0,37.0,0.0,48.0,1532.0,54.0,1532.0,29.0,16356.0,0.29
3604,North Smithfield Town,0.81,0.0,12.0,0.0,12.0,645.0,23.0,645.0,9.0,7243.0,0.17
3605,Pawtucket City,0.80,13.0,341.0,2.0,356.0,2221.0,134.0,2221.0,106.0,26003.0,1.37
3606,Providence City,0.82,55.0,741.0,2.0,798.0,6120.0,671.0,6120.0,458.0,57132.0,1.4
3607,Scituate Town,0.81,3.0,16.0,1.0,20.0,540.0,25.0,540.0,6.0,6738.0,0.3
3608,Smithfield Town,0.81,7.0,42.0,0.0,49.0,1401.0,44.0,1401.0,157.0,11869.0,0.41
3609,Woonsocket City,0.80,4.0,77.0,0.0,81.0,1206.0,42.0,1206.0,87.0,14154.0,0.57
3610,Charlestown Town,0.79,0.0,15.0,0.0,15.0,590.0,47.0,590.0,2.0,5673.0,0.26
3611,Exeter Town,0.80,2.0,23.0,0.0,25.0,311.0,20.0,311.0,38.0,4273.0,0.59
3612,Hopkinton Town,0.80,0.0,22.0,0.0,22.0,392.0,26.0,392.0,6.0,5330.0,0.41
3613,Narragansett Town,0.81,6.0,27.0,0.0,33.0,1052.0,79.0,1052.0,31.0,9212.0,0.36
3614,New Shoreham Town,0.80,3.0,0.0,0.0,3.0,108.0,9.0,108.0,2.0,873.0,0.34
3615,North Kingstown Town,0.82,18.0,34.0,1.0,53.0,1966.0,142.0,1966.0,29.0,17546.0,0.3
3616,Richmond Town,0.81,2.0,14.0,0.0,16.0,465.0,20.0,465.0,16.0,5002.0,0.32
3617,South Kingstown Town,0.82,11.0,33.0,4.0,48.0,1723.0,162.0,1723.0,19.0,16861.0,0.28
3618,Westerly Town,0.79,9.0,46.0,0.0,55.0,1902.0,115.0,1902.0,74.0,14255.0,0.39
3619,Abbeville County,0.87,6.0,0.0,0.0,6.0,316.0,2.0,316.0,9.0,12107.0,0.05
3620,Aiken County,0.89,136.0,54.0,0.0,190.0,2324.0,151.0,2324.0,104.0,86665.0,0.22
3621,Allendale County,0.86,3.0,0.0,0.0,3.0,114.0,3.0,114.0,3.0,3051.0,0.1
3622,Anderson County,0.89,92.0,80.0,0.0,172.0,2990.0,301.0,2990.0,159.0,98869.0,0.17
3623,Bamberg County,0.87,16.0,1.0,0.0,17.0,407.0,9.0,407.0,4.0,5771.0,0.29
3624,Barnwell County,0.87,5.0,3.0,0.0,8.0,251.0,16.0,251.0,15.0,9857.0,0.08
3625,Beaufort County,0.89,89.0,70.0,0.0,159.0,5695.0,558.0,5695.0,214.0,105414.0,0.15
3626,Berkeley County,0.89,110.0,52.0,1.0,163.0,5787.0,556.0,5787.0,51.0,113538.0,0.14
3627,Calhoun County,0.88,3.0,1.0,0.0,4.0,281.0,13.0,281.0,0.0,7994.0,0.05
3628,Charleston County,0.89,296.0,177.0,1.0,474.0,11738.0,1711.0,11738.0,320.0,216459.0,0.22
3629,Cherokee County,0.88,10.0,13.0,0.0,23.0,369.0,36.0,369.0,12.0,24947.0,0.09
3630,Chester County,0.88,2.0,8.0,0.0,10.0,450.0,20.0,450.0,4.0,15692.0,0.06
3631,Chesterfield County,0.86,7.0,3.0,0.0,10.0,416.0,26.0,416.0,2.0,18528.0,0.05
3632,Clarendon County,0.87,30.0,4.0,0.0,34.0,677.0,30.0,677.0,19.0,16461.0,0.21
3633,Colleton County,0.87,67.0,7.0,1.0,75.0,544.0,34.0,544.0,15.0,18381.0,0.41
3634,Darlington County,0.88,10.0,13.0,0.0,23.0,1058.0,77.0,1058.0,20.0,30589.0,0.08
3635,Dillon County,0.88,20.0,5.0,3.0,28.0,1056.0,18.0,1056.0,0.0,11941.0,0.23
3636,Dorchester County,0.88,77.0,23.0,3.0,103.0,2262.0,394.0,2262.0,53.0,78324.0,0.13
3637,Edgefield County,0.88,3.0,0.0,0.0,3.0,421.0,25.0,421.0,0.0,13979.0,0.02
3638,Fairfield County,0.86,13.0,3.0,0.0,16.0,325.0,28.0,325.0,19.0,11314.0,0.14
3639,Florence County,0.89,16.0,8.0,0.0,24.0,1508.0,96.0,1508.0,8.0,61622.0,0.04
3640,Georgetown County,0.88,54.0,5.0,1.0,60.0,1721.0,113.0,1721.0,29.0,38119.0,0.16
3641,Greenville County,0.90,270.0,262.0,1.0,533.0,8944.0,1185.0,8944.0,1118.0,265507.0,0.2
3642,Greenwood County,0.87,40.0,41.0,0.0,81.0,1167.0,65.0,1167.0,97.0,31108.0,0.26
3643,Hampton County,0.87,16.0,4.0,0.0,20.0,469.0,1.0,469.0,7.0,8302.0,0.24
3644,Horry County,0.89,135.0,124.0,3.0,262.0,8655.0,447.0,8655.0,198.0,207168.0,0.13
3645,Jasper County,0.88,19.0,4.0,0.0,23.0,923.0,28.0,923.0,0.0,18382.0,0.13
3646,Kershaw County,0.88,11.0,11.0,0.0,22.0,953.0,8.0,953.0,39.0,33762.0,0.07
3647,Lancaster County,0.89,233.0,268.0,0.0,501.0,1467.0,114.0,1467.0,208.0,54831.0,0.91
3648,Laurens County,0.88,46.0,103.0,1.0,150.0,618.0,34.0,618.0,72.0,30367.0,0.49
3649,Lee County,0.86,1.0,1.0,0.0,2.0,191.0,20.0,191.0,3.0,8119.0,0.02
3650,Lexington County,0.90,80.0,234.0,1.0,315.0,5431.0,378.0,5431.0,182.0,147971.0,0.21
3651,Mccormick County,0.85,8.0,0.0,0.0,8.0,173.0,10.0,173.0,0.0,6221.0,0.13
3652,Marion County,0.88,76.0,16.0,0.0,92.0,1222.0,20.0,1222.0,55.0,13510.0,0.68
3653,Marlboro County,0.88,21.0,51.0,0.0,72.0,752.0,11.0,752.0,80.0,10243.0,0.7
3654,Newberry County,0.87,0.0,6.0,0.0,6.0,436.0,6.0,436.0,1.0,18247.0,0.03
3655,Oconee County,0.89,67.0,34.0,1.0,102.0,1915.0,115.0,1915.0,61.0,42553.0,0.24
3656,Orangeburg County,0.88,65.0,8.0,3.0,76.0,2333.0,85.0,2333.0,22.0,37174.0,0.2
3657,Pickens County,0.88,56.0,69.0,0.0,125.0,1291.0,223.0,1291.0,170.0,60822.0,0.21
3658,Richland County,0.89,320.0,131.0,7.0,458.0,8743.0,812.0,8743.0,154.0,183839.0,0.25
3659,Saluda County,0.85,2.0,1.0,0.0,3.0,147.0,13.0,147.0,0.0,9059.0,0.03
3660,Spartanburg County,0.90,118.0,204.0,3.0,325.0,4175.0,439.0,4175.0,239.0,156353.0,0.21
3661,Sumter County,0.88,13.0,1.0,2.0,16.0,2298.0,243.0,2298.0,14.0,45468.0,0.04
3662,Union County,0.87,5.0,4.0,0.0,9.0,185.0,13.0,185.0,5.0,12350.0,0.07
3663,Williamsburg County,0.87,17.0,4.0,0.0,21.0,340.0,26.0,340.0,4.0,14414.0,0.15
3664,York County,0.88,119.0,192.0,3.0,314.0,5244.0,408.0,5244.0,479.0,151012.0,0.21
3665,Aurora County,0.84,0.0,0.0,0.0,0.0,250.0,0.0,250.0,0.0,1416.0,0.0
3666,Beadle County,0.91,11.0,0.0,0.0,11.0,2898.0,16.0,2902.0,0.0,7155.0,0.15
3667,Bennett County,0.00,0.0,6.0,0.0,6.0,261.0,0.0,261.0,0.0,1094.0,0.55
3668,Bon Homme County,0.92,0.0,1.0,0.0,1.0,161.0,3.0,605.0,0.0,3060.0,0.03
3669,Brookings County,0.92,3.0,1.0,0.0,4.0,7628.0,76.0,7663.0,1.0,15288.0,0.03
3670,Brown County,0.92,15.0,6.0,0.0,21.0,8658.0,52.0,8689.0,3.0,17358.0,0.12
3671,Brule County,0.91,4.0,0.0,0.0,4.0,792.0,5.0,793.0,0.0,2476.0,0.16
3672,Buffalo County,0.00,2.0,0.0,0.0,2.0,123.0,0.0,139.0,0.0,463.0,0.43
3673,Butte County,0.00,4.0,8.0,0.0,12.0,1748.0,7.0,1748.0,1.0,5139.0,0.23
3674,Campbell County,0.88,2.0,0.0,0.0,2.0,163.0,2.0,163.0,0.0,847.0,0.24
3675,Charles Mix County,0.92,6.0,14.0,0.0,20.0,601.0,15.0,602.0,6.0,3675.0,0.54
3676,Clark County,0.92,0.0,3.0,0.0,3.0,404.0,2.0,404.0,0.0,1887.0,0.16
3677,Clay County,0.91,4.0,1.0,0.0,5.0,272.0,56.0,2783.0,1.0,5801.0,0.09
3678,Codington County,0.75,11.0,0.0,0.0,11.0,7169.0,15.0,7230.0,0.0,13771.0,0.08
3679,Corson County,0.89,2.0,5.0,2.0,9.0,135.0,1.0,138.0,1.0,1162.0,0.77
3680,Custer County,0.92,8.0,4.0,2.0,14.0,3154.0,22.0,3187.0,5.0,6108.0,0.23
3681,Davison County,0.91,6.0,1.0,6.0,13.0,4716.0,20.0,4716.0,0.0,9309.0,0.14
3682,Day County,0.00,2.0,0.0,0.0,2.0,1078.0,5.0,1130.0,0.0,2986.0,0.07
3683,Deuel County,0.92,1.0,0.0,1.0,2.0,525.0,17.0,527.0,0.0,2329.0,0.09
3684,Dewey County,0.72,2.0,0.0,0.0,2.0,327.0,4.0,328.0,0.0,1912.0,0.1
3685,Douglas County,0.87,2.0,0.0,0.0,2.0,326.0,1.0,331.0,0.0,1682.0,0.12
3686,Edmunds County,0.00,1.0,0.0,0.0,1.0,402.0,4.0,403.0,0.0,2065.0,0.05
3687,Fall River County,0.91,2.0,15.0,0.0,17.0,2029.0,12.0,2033.0,3.0,4318.0,0.39
3688,Faulk County,0.88,1.0,0.0,2.0,3.0,77.0,11.0,292.0,0.0,1160.0,0.26
3689,Grant County,0.92,5.0,0.0,0.0,5.0,1181.0,11.0,1187.0,0.0,3697.0,0.14
3690,Gregory County,0.92,0.0,0.0,0.0,0.0,473.0,5.0,473.0,0.0,2310.0,0.0
3691,Haakon County,0.92,1.0,0.0,0.0,1.0,324.0,1.0,330.0,2.0,1141.0,0.09
3692,Hamlin County,0.00,1.0,0.0,1.0,2.0,114.0,2.0,123.0,0.0,3221.0,0.06
3693,Hand County,0.88,0.0,0.0,0.0,0.0,725.0,0.0,725.0,1.0,1794.0,0.0
3694,Hanson County,0.86,17.0,0.0,0.0,17.0,503.0,8.0,832.0,0.0,2092.0,0.81
3695,Harding County,0.92,0.0,0.0,0.0,0.0,215.0,0.0,215.0,0.0,831.0,0.0
3696,Hughes County,0.91,10.0,1.0,2.0,13.0,2891.0,16.0,2922.0,1.0,8625.0,0.15
3697,Hutchinson County,0.91,4.0,0.0,5.0,9.0,735.0,13.0,739.0,7.0,3811.0,0.24
3698,Hyde County,0.92,0.0,0.0,0.0,0.0,165.0,2.0,165.0,0.0,709.0,0.0
3699,Jackson County,0.72,0.0,0.0,0.0,0.0,211.0,2.0,219.0,0.0,1153.0,0.0
3700,Jerauld County,0.00,1.0,2.0,0.0,3.0,278.0,1.0,278.0,1.0,1011.0,0.3
3701,Jones County,0.86,0.0,0.0,0.0,0.0,24.0,1.0,113.0,0.0,557.0,0.0
3702,Kingsbury County,0.86,2.0,0.0,0.0,2.0,638.0,6.0,645.0,0.0,2859.0,0.07
3703,Lake County,0.91,2.0,0.0,0.0,2.0,2385.0,22.0,2420.0,0.0,5948.0,0.03
3704,Lawrence County,0.91,55.0,2.0,22.0,79.0,8905.0,339.0,8974.0,1.0,15739.0,0.5
3705,Lincoln County,0.92,35.0,3.0,3.0,41.0,10660.0,148.0,10669.0,0.0,37126.0,0.11
3706,Lyman County,0.92,0.0,5.0,0.0,5.0,255.0,1.0,256.0,1.0,1461.0,0.34
3707,Mccook County,0.91,6.0,0.0,0.0,6.0,748.0,3.0,747.0,0.0,3098.0,0.19
3708,Mcpherson County,0.82,1.0,0.0,0.0,1.0,456.0,2.0,457.0,0.0,1332.0,0.08
3709,Marshall County,0.21,2.0,2.0,0.0,4.0,588.0,1.0,588.0,1.0,2155.0,0.19
3710,Meade County,0.00,20.0,15.0,9.0,44.0,5208.0,101.0,5247.0,8.0,14919.0,0.29
3711,Mellette County,0.88,1.0,0.0,1.0,2.0,110.0,0.0,148.0,0.0,740.0,0.27
3712,Miner County,0.91,0.0,0.0,2.0,2.0,52.0,7.0,324.0,0.0,1198.0,0.17
3713,Minnehaha County,0.92,121.0,56.0,41.0,218.0,27991.0,718.0,28017.0,35.0,95717.0,0.23
3714,Moody County,0.91,2.0,0.0,0.0,2.0,1005.0,6.0,1004.0,0.0,3257.0,0.06
3715,Oglala Lakota County,0.85,3.0,22.0,0.0,25.0,541.0,4.0,541.0,5.0,3037.0,0.82
3716,Pennington County,0.92,311.0,10.0,120.0,441.0,28761.0,644.0,28847.0,6.0,57874.0,0.76
3717,Perkins County,0.90,2.0,0.0,0.0,2.0,330.0,3.0,330.0,0.0,1619.0,0.12
3718,Potter County,0.82,0.0,0.0,0.0,0.0,339.0,8.0,343.0,2.0,351.0,0.0
3719,Roberts County,0.92,9.0,10.0,0.0,19.0,209.0,17.0,873.0,1.0,4186.0,0.45
3720,Sanborn County,0.84,0.0,0.0,0.0,0.0,242.0,0.0,242.0,0.0,1203.0,0.0
3721,Spink County,0.92,2.0,0.0,2.0,4.0,714.0,7.0,718.0,0.0,3201.0,0.12
3722,Stanley County,0.92,9.0,3.0,0.0,12.0,526.0,4.0,526.0,1.0,1755.0,0.68
3723,Sully County,0.92,0.0,0.0,0.0,0.0,198.0,3.0,195.0,0.0,914.0,0.0
3724,Todd County,0.85,2.0,0.0,0.0,2.0,286.0,12.0,274.0,0.0,2143.0,0.09
3725,Tripp County,0.91,11.0,1.0,0.0,12.0,759.0,6.0,760.0,0.0,2676.0,0.45
3726,Turner County,0.92,1.0,0.0,0.0,1.0,922.0,7.0,924.0,0.0,4624.0,0.02
3727,Union County,0.91,7.0,0.0,0.0,7.0,524.0,23.0,2931.0,104.0,9026.0,0.08
3728,Walworth County,0.88,1.0,1.0,2.0,4.0,395.0,6.0,395.0,2.0,2309.0,0.17
3729,Yankton County,0.85,5.0,4.0,3.0,12.0,6156.0,36.0,6179.0,1.0,11061.0,0.11
3730,Ziebach County,0.90,0.0,3.0,0.0,3.0,123.0,0.0,123.0,0.0,798.0,0.38
3731,Anderson County,0.95,2.0,3.0,0.0,5.0,1096.0,132.0,1096.0,61.0,36841.0,0.01
3732,Bedford County,0.95,9.0,175.0,0.0,184.0,330.0,35.0,330.0,24.0,20194.0,0.91
3733,Benton County,0.95,0.0,32.0,0.0,32.0,164.0,5.0,164.0,3.0,7286.0,0.44
3734,Bledsoe County,0.95,0.0,0.0,0.0,0.0,131.0,16.0,131.0,0.0,6217.0,0.0
3735,Blount County,0.95,23.0,193.0,14.0,230.0,2170.0,233.0,2170.0,70.0,69805.0,0.33
3736,Bradley County,0.95,0.0,11.0,26.0,37.0,1138.0,152.0,1138.0,4.0,49643.0,0.07
3737,Campbell County,0.99,4.0,3.0,1.0,8.0,426.0,17.0,426.0,4.0,15614.0,0.05
3738,Cannon County,0.95,0.0,4.0,0.0,4.0,140.0,4.0,140.0,0.0,6930.0,0.06
3739,Carroll County,0.95,3.0,46.0,0.0,49.0,241.0,19.0,241.0,11.0,11944.0,0.41
3740,Carter County,0.95,8.0,16.0,0.0,24.0,789.0,69.0,789.0,2.0,25035.0,0.1
3741,Cheatham County,1.00,0.0,9.0,0.0,9.0,413.0,76.0,413.0,12.0,20873.0,0.04
3742,Chester County,0.88,0.0,25.0,2.0,27.0,147.0,19.0,147.0,2.0,7638.0,0.35
3743,Claiborne County,0.97,0.0,5.0,0.0,5.0,371.0,25.0,371.0,1.0,13595.0,0.04
3744,Clay County,0.95,2.0,32.0,0.0,34.0,126.0,9.0,126.0,5.0,3782.0,0.9
3745,Cocke County,0.95,3.0,32.0,1.0,36.0,367.0,29.0,367.0,36.0,15766.0,0.23
3746,Coffee County,0.89,3.0,168.0,6.0,177.0,508.0,83.0,508.0,11.0,25101.0,0.71
3747,Crockett County,0.86,0.0,3.0,0.0,3.0,95.0,4.0,95.0,1.0,5955.0,0.05
3748,Cumberland County,0.95,7.0,49.0,3.0,59.0,1598.0,90.0,1598.0,29.0,34867.0,0.17
3749,Davidson County,0.87,0.0,2979.0,0.0,2979.0,9468.0,1428.0,9468.0,839.0,293509.0,1.01
3750,Decatur County,0.88,0.0,2.0,0.0,2.0,107.0,18.0,107.0,0.0,5483.0,0.04
3751,Dekalb County,0.95,3.0,3.0,0.0,6.0,245.0,21.0,245.0,0.0,9486.0,0.06
3752,Dickson County,0.88,27.0,46.0,0.0,73.0,743.0,42.0,743.0,9.0,25352.0,0.29
3753,Dyer County,0.95,0.0,11.0,0.0,11.0,254.0,35.0,254.0,6.0,14441.0,0.08
3754,Fayette County,0.95,9.0,27.0,0.0,36.0,593.0,48.0,593.0,19.0,23848.0,0.15
3755,Fentress County,0.95,0.0,55.0,0.0,55.0,258.0,11.0,258.0,15.0,9816.0,0.56
3756,Franklin County,0.95,10.0,127.0,6.0,143.0,536.0,72.0,536.0,18.0,19841.0,0.72
3757,Gibson County,0.95,11.0,5.0,3.0,19.0,298.0,45.0,298.0,0.0,21783.0,0.09
3758,Giles County,0.95,0.0,0.0,0.0,0.0,335.0,39.0,335.0,1.0,13566.0,0.0
3759,Grainger County,0.95,3.0,7.0,0.0,10.0,418.0,14.0,418.0,6.0,11184.0,0.09
3760,Greene County,0.88,8.0,289.0,3.0,300.0,1114.0,69.0,1114.0,70.0,31256.0,0.96
3761,Grundy County,0.95,0.0,41.0,0.0,41.0,143.0,5.0,143.0,11.0,6376.0,0.64
3762,Hamblen County,0.95,8.0,72.0,4.0,84.0,770.0,69.0,770.0,30.0,25660.0,0.33
3763,Hamilton County,0.80,504.0,581.0,23.0,1108.0,6702.0,679.0,6702.0,241.0,176632.0,0.63
3764,Hancock County,0.98,0.0,0.0,0.0,0.0,103.0,3.0,103.0,0.0,2938.0,0.0
3765,Hardeman County,0.95,0.0,0.0,3.0,3.0,205.0,20.0,205.0,2.0,9434.0,0.03
3766,Hardin County,0.87,6.0,17.0,2.0,25.0,290.0,20.0,290.0,12.0,12129.0,0.21
3767,Hawkins County,0.95,19.0,78.0,3.0,100.0,637.0,78.0,637.0,25.0,26422.0,0.38
3768,Haywood County,0.95,3.0,21.0,1.0,25.0,423.0,18.0,423.0,2.0,6681.0,0.37
3769,Henderson County,0.95,0.0,22.0,0.0,22.0,193.0,17.0,193.0,2.0,12095.0,0.18
3770,Henry County,0.95,0.0,19.0,0.0,19.0,473.0,44.0,473.0,4.0,15160.0,0.13
3771,Hickman County,0.98,0.0,8.0,0.0,8.0,208.0,14.0,208.0,0.0,10408.0,0.08
3772,Houston County,0.85,0.0,43.0,1.0,44.0,184.0,8.0,184.0,8.0,3823.0,1.15
3773,Humphreys County,0.95,0.0,5.0,0.0,5.0,229.0,18.0,229.0,3.0,8303.0,0.06
3774,Jackson County,0.95,6.0,31.0,0.0,37.0,160.0,10.0,160.0,11.0,5719.0,0.65
3775,Jefferson County,0.95,8.0,91.0,4.0,103.0,793.0,78.0,793.0,31.0,25980.0,0.4
3776,Johnson County,0.95,3.0,8.0,2.0,13.0,204.0,22.0,204.0,8.0,8142.0,0.16
3777,Knox County,0.95,92.0,419.0,66.0,577.0,7000.0,910.0,7000.0,242.0,224421.0,0.26
3778,Lake County,0.85,0.0,1.0,0.0,1.0,34.0,6.0,34.0,2.0,1955.0,0.05
3779,Lauderdale County,0.95,2.0,1.0,1.0,4.0,253.0,11.0,253.0,2.0,8304.0,0.05
3780,Lawrence County,0.95,10.0,3.0,0.0,13.0,332.0,30.0,332.0,0.0,19627.0,0.07
3781,Lewis County,0.96,0.0,27.0,0.0,27.0,143.0,23.0,143.0,18.0,5915.0,0.46
3782,Lincoln County,0.87,8.0,64.0,1.0,73.0,346.0,44.0,346.0,22.0,16218.0,0.45
3783,Loudon County,0.87,4.0,33.0,6.0,43.0,1600.0,93.0,1600.0,19.0,33520.0,0.13
3784,Mcminn County,0.99,11.0,164.0,3.0,178.0,532.0,66.0,532.0,29.0,24197.0,0.74
3785,Mcnairy County,0.87,0.0,3.0,0.0,3.0,227.0,11.0,227.0,5.0,11325.0,0.03
3786,Macon County,0.95,1.0,33.0,0.0,34.0,143.0,10.0,143.0,3.0,10404.0,0.33
3787,Madison County,0.89,14.0,11.0,0.0,25.0,1194.0,102.0,1194.0,3.0,40323.0,0.06
3788,Marion County,0.97,0.0,65.0,0.0,65.0,328.0,29.0,328.0,22.0,13992.0,0.46
3789,Marshall County,0.95,4.0,17.0,2.0,23.0,256.0,36.0,256.0,13.0,16039.0,0.14
3790,Maury County,0.83,0.0,3.0,0.0,3.0,1592.0,112.0,1592.0,3.0,52489.0,0.01
3791,Meigs County,0.95,0.0,23.0,0.0,23.0,110.0,16.0,110.0,4.0,6149.0,0.37
3792,Monroe County,0.95,0.0,89.0,0.0,89.0,741.0,42.0,741.0,21.0,22463.0,0.4
3793,Montgomery County,0.95,65.0,104.0,71.0,240.0,1703.0,1410.0,1703.0,22.0,82231.0,0.29
3794,Moore County,0.86,0.0,24.0,0.0,24.0,90.0,13.0,90.0,0.0,3688.0,0.65
3795,Morgan County,0.95,0.0,75.0,2.0,77.0,219.0,18.0,219.0,22.0,8606.0,0.89
3796,Obion County,0.95,4.0,3.0,0.0,7.0,291.0,31.0,291.0,1.0,12960.0,0.05
3797,Overton County,0.95,0.0,28.0,0.0,28.0,260.0,24.0,260.0,11.0,11121.0,0.25
3798,Perry County,0.95,0.0,0.0,0.0,0.0,76.0,9.0,76.0,0.0,3735.0,0.0
3799,Pickett County,0.82,2.0,11.0,0.0,13.0,114.0,13.0,114.0,6.0,2989.0,0.43
3800,Polk County,0.95,0.0,61.0,0.0,61.0,178.0,18.0,178.0,0.0,8786.0,0.69
3801,Putnam County,0.95,19.0,96.0,7.0,122.0,990.0,101.0,990.0,32.0,35245.0,0.35
3802,Rhea County,0.95,4.0,61.0,2.0,67.0,326.0,39.0,326.0,20.0,14542.0,0.46
3803,Roane County,0.87,10.0,24.0,4.0,38.0,867.0,75.0,867.0,8.0,27607.0,0.14
3804,Robertson County,0.95,0.0,2.0,0.0,2.0,816.0,77.0,816.0,0.0,35278.0,0.01
3805,Rutherford County,0.95,87.0,649.0,0.0,736.0,2708.0,415.0,2708.0,120.0,148664.0,0.5
3806,Scott County,0.95,0.0,11.0,0.0,11.0,343.0,20.0,343.0,0.0,9668.0,0.11
3807,Sequatchie County,0.95,0.0,31.0,2.0,33.0,152.0,13.0,152.0,10.0,7940.0,0.42
3808,Sevier County,0.88,5.0,53.0,0.0,58.0,1520.0,112.0,1520.0,20.0,44218.0,0.13
3809,Shelby County,0.90,484.0,335.0,119.0,938.0,8283.0,1430.0,8283.0,251.0,329854.0,0.28
3810,Smith County,0.95,0.0,78.0,1.0,79.0,127.0,20.0,127.0,11.0,9411.0,0.84
3811,Stewart County,0.87,0.0,58.0,0.0,58.0,149.0,33.0,149.0,11.0,6659.0,0.87
3812,Sullivan County,0.95,34.0,146.0,0.0,180.0,2244.0,226.0,2244.0,92.0,76050.0,0.24
3813,Sumner County,0.95,70.0,135.0,14.0,219.0,3404.0,269.0,3404.0,85.0,98508.0,0.22
3814,Tipton County,0.95,7.0,13.0,0.0,20.0,395.0,110.0,395.0,3.0,26892.0,0.07
3815,Trousdale County,0.95,1.0,25.0,0.0,26.0,71.0,4.0,71.0,11.0,4279.0,0.61
3816,Unicoi County,0.95,2.0,10.0,2.0,14.0,231.0,17.0,231.0,12.0,8616.0,0.16
3817,Union County,0.95,0.0,95.0,0.0,95.0,327.0,14.0,327.0,1.0,8717.0,1.09
3818,Van Buren County,0.95,1.0,14.0,0.0,15.0,61.0,6.0,61.0,9.0,3284.0,0.46
